,launch_speed,launch_angle,Home Run or Out
1994,96.3,1,Out
6444,108.3,24,Home Run
4116,103.3,-1,Out
12451,95.4,-16,Out
7989,94.0,17,Hit - Not Home Run
2986,98.3,24,Hit - Not Home Run
14131,77.7,-49,Out
6611,107.0,7,Hit - Not Home Run
5383,75.2,6,Hit - Not Home Run
12809,101.6,13,Hit - Not Home Run
14748,95.5,16,Out
2033,76.8,47,Out
4603,69.0,36,Hit - Not Home Run
3562,100.0,-20,Out
5892,92.5,21,Out
4748,84.4,22,Out
8182,60.6,25,Out
13400,75.2,6,Out
8589,82.9,-21,Out
9504,90.3,6,Hit - Not Home Run
9575,81.7,-41,Out
7837,102.2,-21,Out
14943,82.9,-21,Out
12394,73.5,5,Hit - Not Home Run
12424,101.4,13,Hit - Not Home Run
6114,80.0,69,Out
8957,101.9,20,Hit - Not Home Run
4045,105.0,36,Out
6908,98.3,7,Out
7169,98.5,23,Hit - Not Home Run
3261,90.0,-5,Out
11566,81.0,74,Out
7709,81.6,2,Out
6915,83.3,-18,Out
4610,96.8,12,Hit - Not Home Run
7035,77.0,-20,Out
4642,101.4,32,Home Run
6934,100.7,23,Home Run
1724,73.5,18,Hit - Not Home Run
7634,97.2,20,Out
3212,95.1,22,Out
5210,89.5,31,Out
4912,103.5,2,Hit - Not Home Run
5631,110.3,7,Out
7068,67.0,29,Hit - Not Home Run
8393,101.8,28,Home Run
3820,92.9,53,Out
6967,89.7,22,Out
6570,105.2,11,Hit - Not Home Run
455,92.1,-11,Out
12329,103.3,4,Hit - Not Home Run
3476,85.3,42,Out
8595,99.1,-3,Hit - Not Home Run
7830,77.5,-22,Out
14215,103.1,10,Hit - Not Home Run
698,68.4,38,Hit - Not Home Run
5121,100.6,13,Hit - Not Home Run
7196,85.4,-14,Hit - Not Home Run
5967,102.2,31,Home Run
8797,64.3,-14,Out
13955,97.1,-9,Out
2233,92.3,-15,Hit - Not Home Run
3095,82.9,-21,Out
8279,101.7,11,Hit - Not Home Run
11574,69.4,39,Out
9120,110.5,30,Home Run
13950,93.3,29,Out
4100,82.1,21,Hit - Not Home Run
14807,66.9,16,Out
7971,91.8,40,Out
1316,71.2,-13,Out
10499,95.4,7,Hit - Not Home Run
179,79.8,-12,Out
364,104.0,10,Hit - Not Home Run
15272,102.3,-8,Out
2777,80.2,-29,Out
8922,85.2,26,Out
15450,103.6,28,Home Run
5508,100.3,6,Hit - Not Home Run
6065,68.3,87,Out
5200,56.7,53,Out
4671,90.1,2,Hit - Not Home Run
9347,88.1,-38,Out
1422,82.9,16,Hit - Not Home Run
7082,76.0,-12,Out
12332,90.0,-5,Out
5113,87.7,16,Hit - Not Home Run
9406,92.4,-27,Out
14362,102.9,8,Hit - Not Home Run
8732,78.5,10,Hit - Not Home Run
38,98.5,9,Out
13902,82.9,17,Hit - Not Home Run
5160,86.6,1,Out
13579,89.9,6,Out
15559,82.9,-21,Out
962,90.4,-33,Out
2406,88.3,4,Hit - Not Home Run
6683,82.9,-21,Out
11091,104.7,3,Hit - Not Home Run
119,87.1,-35,Out
13760,72.0,-6,Out
11082,80.0,69,Out
11180,83.8,-21,Out
2215,79.3,41,Out
2090,100.6,10,Hit - Not Home Run
10194,104.8,7,Hit - Not Home Run
2249,107.2,-1,Hit - Not Home Run
10372,105.0,16,Out
1885,86.3,26,Out
9097,110.3,10,Hit - Not Home Run
9586,103.7,26,Out
1923,78.9,-32,Out
4168,75.7,-21,Out
6546,81.5,26,Out
12515,69.5,-28,Out
9421,106.5,14,Out
4207,107.6,4,Out
10070,57.2,-35,Hit - Not Home Run
2918,63.4,41,Out
3392,100.7,12,Hit - Not Home Run
1300,94.1,5,Hit - Not Home Run
11394,74.1,2,Out
14865,94.7,54,Out
4736,89.3,41,Out
10689,83.6,32,Out
5558,58.4,37,Hit - Not Home Run
8910,82.9,-21,Out
14534,74.8,18,Hit - Not Home Run
14070,86.2,41,Out
13680,91.0,38,Out
3378,79.3,14,Hit - Not Home Run
14822,90.3,-17,Hit - Not Home Run
558,93.8,39,Out
14796,66.6,53,Out
13195,96.3,14,Hit - Not Home Run
14681,103.3,-3,Out
9168,69.6,10,Hit - Not Home Run
7653,74.8,-28,Out
13031,108.4,10,Hit - Not Home Run
345,97.6,14,Hit - Not Home Run
7164,90.4,3,Hit - Not Home Run
4720,90.6,-4,Out
1461,89.4,14,Hit - Not Home Run
6778,104.7,17,Out
8956,96.0,3,Hit - Not Home Run
1039,73.1,11,Out
3108,80.4,45,Out
5028,83.2,3,Out
1187,97.5,26,Out
8792,94.8,1,Out
3777,102.4,13,Out
14842,74.0,39,Out
235,95.3,3,Hit - Not Home Run
11060,100.9,40,Out
9589,53.5,60,Out
9751,101.7,32,Out
12283,91.8,6,Hit - Not Home Run
4381,69.3,61,Out
6526,70.9,-17,Out
14008,74.2,-23,Hit - Not Home Run
7104,93.2,38,Out
7372,103.2,33,Home Run
5321,63.6,35,Hit - Not Home Run
12804,85.3,48,Out
4018,77.4,43,Out
5286,99.8,-30,Out
2193,79.5,2,Out
1464,75.2,-17,Out
6510,45.8,-27,Out
4750,77.4,-13,Out
4131,91.7,36,Out
10100,104.0,7,Hit - Not Home Run
3611,84.2,-51,Out
12275,79.5,-12,Out
1421,92.7,0,Out
12085,99.9,-6,Hit - Not Home Run
2270,98.1,-9,Out
6207,104.5,17,Out
9488,78.9,-12,Out
14029,80.6,56,Out
201,95.1,19,Out
4275,62.2,34,Out
15422,99.8,40,Out
2301,93.2,9,Hit - Not Home Run
715,85.3,-23,Out
3114,74.6,-32,Out
6837,92.6,32,Out
2814,90.1,-30,Out
4883,84.3,16,Hit - Not Home Run
884,99.8,25,Hit - Not Home Run
13862,77.2,19,Hit - Not Home Run
380,90.3,-1,Hit - Not Home Run
11899,87.0,47,Out
15137,99.6,-15,Out
3838,72.0,-34,Out
7467,93.6,31,Home Run
15515,80.2,-7,Hit - Not Home Run
9543,87.6,17,Out
8345,100.3,17,Out
4984,80.8,45,Out
3770,78.9,28,Hit - Not Home Run
2440,101.5,-3,Hit - Not Home Run
9367,85.7,48,Out
6385,90.6,-34,Out
4069,80.0,69,Out
13098,93.5,15,Hit - Not Home Run
7547,100.8,19,Hit - Not Home Run
5431,101.8,20,Out
7191,95.0,19,Out
2903,100.8,-2,Out
10130,94.7,13,Hit - Not Home Run
9378,100.4,-45,Out
973,107.1,10,Hit - Not Home Run
9514,95.7,25,Out
14867,88.4,31,Out
11690,99.3,3,Hit - Not Home Run
7725,94.8,-14,Hit - Not Home Run
13415,97.7,14,Hit - Not Home Run
10791,103.1,21,Out
3486,80.0,69,Out
12203,88.6,32,Out
3482,88.3,38,Out
8670,93.2,8,Hit - Not Home Run
15419,92.6,56,Out
1305,100.5,14,Hit - Not Home Run
251,77.7,2,Out
2548,104.4,3,Hit - Not Home Run
10727,95.0,-9,Out
5620,89.5,-41,Out
13080,71.9,23,Hit - Not Home Run
1082,67.4,-5,Out
6505,104.4,35,Home Run
14572,83.3,34,Out
482,104.2,-3,Out
3056,100.8,-4,Out
8203,82.9,-21,Out
9873,82.1,26,Hit - Not Home Run
2471,110.0,-1,Hit - Not Home Run
7812,104.2,15,Out
10430,103.9,-10,Hit - Not Home Run
6018,96.9,-2,Out
1206,105.2,-3,Hit - Not Home Run
12183,93.2,25,Out
5542,113.8,-2,Hit - Not Home Run
10392,105.4,29,Home Run
10527,74.7,29,Out
8043,105.0,22,Home Run
15001,89.0,63,Hit - Not Home Run
2442,71.1,17,Hit - Not Home Run
11935,92.7,56,Out
7439,70.1,-13,Out
4072,80.0,69,Out
8740,70.4,32,Out
6638,96.8,19,Out
13779,97.0,14,Hit - Not Home Run
6210,86.0,22,Out
3689,96.4,30,Out
2633,97.9,4,Hit - Not Home Run
9477,109.8,1,Hit - Not Home Run
14221,86.5,50,Out
6497,86.0,12,Hit - Not Home Run
4846,56.4,11,Out
2976,97.8,-9,Out
7745,103.9,24,Out
6942,92.3,-10,Out
6029,51.9,-52,Out
14387,97.6,50,Out
10150,97.6,-17,Hit - Not Home Run
7000,67.6,54,Out
4274,70.7,30,Hit - Not Home Run
9700,114.5,12,Hit - Not Home Run
11557,84.0,-8,Out
8387,107.4,5,Hit - Not Home Run
2961,96.7,20,Out
1773,96.4,19,Out
1130,107.9,17,Hit - Not Home Run
4428,90.7,53,Out
11450,104.8,-6,Hit - Not Home Run
4162,96.2,20,Out
2407,99.1,25,Hit - Not Home Run
4378,103.3,5,Hit - Not Home Run
14770,97.9,24,Hit - Not Home Run
3771,76.9,49,Out
8356,107.0,18,Hit - Not Home Run
9859,80.1,13,Hit - Not Home Run
2575,75.8,-24,Out
8672,63.2,1,Out
5615,106.8,23,Home Run
5476,104.7,-1,Hit - Not Home Run
15147,84.7,35,Out
13564,94.7,-10,Out
5031,81.9,41,Out
9466,92.5,-26,Out
8041,89.8,-17,Hit - Not Home Run
11720,80.3,42,Out
3322,71.8,21,Hit - Not Home Run
13770,88.9,57,Out
15153,110.3,9,Hit - Not Home Run
9532,90.4,15,Hit - Not Home Run
649,93.0,17,Hit - Not Home Run
8872,96.4,35,Out
3490,89.6,9,Hit - Not Home Run
3151,100.9,18,Hit - Not Home Run
3401,76.6,28,Hit - Not Home Run
958,79.0,26,Out
5215,105.7,23,Home Run
2782,95.3,31,Out
12776,74.0,50,Out
3517,100.3,26,Home Run
13416,81.2,20,Hit - Not Home Run
11599,94.1,8,Hit - Not Home Run
7579,94.2,26,Out
9195,67.1,-33,Out
10669,80.8,29,Out
11527,98.4,40,Out
2556,79.6,42,Out
3644,86.1,-10,Out
8950,82.4,6,Out
14052,76.5,-1,Out
1642,48.5,10,Out
6674,98.9,20,Hit - Not Home Run
5905,91.5,46,Out
4928,84.7,8,Out
12793,82.7,-34,Out
4644,80.0,69,Out
1126,104.1,8,Out
879,94.9,-13,Out
12536,64.0,-28,Out
6985,104.3,-3,Out
12052,103.9,-7,Hit - Not Home Run
4052,59.5,-42,Out
6803,86.5,34,Out
2900,78.9,-8,Out
5971,93.3,11,Hit - Not Home Run
6087,80.0,69,Out
14009,101.6,15,Hit - Not Home Run
13874,100.2,-4,Out
8676,82.3,26,Out
11410,92.0,15,Hit - Not Home Run
4947,80.0,69,Out
1431,78.4,18,Hit - Not Home Run
4228,101.8,40,Out
5930,80.0,69,Out
10343,94.0,12,Hit - Not Home Run
6500,77.2,17,Hit - Not Home Run
8960,91.6,12,Hit - Not Home Run
15578,107.0,20,Hit - Not Home Run
1499,81.6,25,Out
9900,105.2,13,Out
2503,88.0,28,Out
2772,93.0,12,Hit - Not Home Run
2764,89.5,-17,Hit - Not Home Run
14543,92.4,12,Out
7192,103.2,34,Out
5008,99.2,44,Out
3328,105.5,-6,Hit - Not Home Run
3555,80.0,69,Out
4366,63.1,2,Out
14848,96.0,57,Out
13778,98.8,7,Hit - Not Home Run
245,103.3,25,Home Run
5808,98.2,13,Hit - Not Home Run
1321,73.2,-29,Out
10439,92.8,-5,Out
13433,92.9,18,Hit - Not Home Run
12127,79.8,11,Out
1149,101.9,-28,Out
6062,95.1,47,Out
3772,102.7,16,Hit - Not Home Run
1423,101.0,6,Hit - Not Home Run
3606,98.7,18,Hit - Not Home Run
1737,99.8,34,Home Run
5098,105.5,28,Home Run
14892,101.3,3,Hit - Not Home Run
4369,101.4,15,Hit - Not Home Run
3678,83.6,24,Out
542,66.6,50,Out
8706,74.8,51,Out
3360,93.4,-28,Out
14860,79.8,58,Out
6889,79.5,30,Out
5981,88.4,4,Hit - Not Home Run
15543,80.4,15,Hit - Not Home Run
9331,91.9,24,Out
3281,82.1,9,Hit - Not Home Run
9005,103.9,26,Home Run
4616,70.2,4,Out
14594,90.6,5,Hit - Not Home Run
12813,86.4,14,Out
6034,76.2,-35,Out
1969,77.5,4,Out
4547,103.0,4,Hit - Not Home Run
10847,86.6,-2,Hit - Not Home Run
13891,40.4,3,Out
9387,110.4,20,Home Run
8233,93.6,29,Out
11407,106.2,7,Hit - Not Home Run
12008,71.7,26,Hit - Not Home Run
11132,41.0,-39,Out
12000,41.0,-41,Out
6625,53.3,-35,Out
3854,103.1,22,Home Run
15588,92.0,41,Out
10783,80.0,69,Out
7489,89.9,46,Out
4515,98.9,-14,Out
14789,76.5,14,Hit - Not Home Run
7631,106.0,6,Hit - Not Home Run
7960,91.1,15,Hit - Not Home Run
1821,82.9,-21,Out
15283,88.2,-13,Out
13578,97.0,43,Out
6774,82.7,49,Out
2460,80.0,69,Out
4255,105.3,36,Home Run
3941,82.9,-21,Out
9417,103.0,-16,Hit - Not Home Run
14626,91.0,7,Out
6824,85.0,-2,Out
14783,91.1,-13,Out
14259,102.5,30,Home Run
2224,89.4,4,Hit - Not Home Run
15234,89.3,38,Out
1576,97.5,3,Out
14371,65.6,-50,Out
832,73.4,12,Out
1060,102.0,27,Home Run
13916,84.6,31,Out
1382,88.1,4,Hit - Not Home Run
12958,78.2,32,Hit - Not Home Run
160,64.9,-16,Out
2591,94.5,-11,Out
2519,102.9,-6,Hit - Not Home Run
12970,109.2,21,Hit - Not Home Run
11893,98.6,18,Hit - Not Home Run
5970,100.5,16,Hit - Not Home Run
5323,91.4,20,Out
5593,80.0,69,Out
7144,88.4,31,Out
9027,98.5,19,Out
11066,102.7,13,Hit - Not Home Run
3311,68.3,11,Out
6598,58.6,-7,Out
15563,80.2,19,Hit - Not Home Run
10618,68.7,7,Out
3319,95.4,8,Hit - Not Home Run
2183,73.5,20,Hit - Not Home Run
2998,94.4,30,Out
13235,84.6,8,Out
5143,80.0,69,Out
300,82.9,-21,Out
11607,80.4,30,Out
3383,104.2,29,Hit - Not Home Run
14190,88.3,2,Out
1369,82.9,-21,Out
14415,100.1,-1,Hit - Not Home Run
4267,98.9,20,Out
1545,103.3,7,Hit - Not Home Run
8641,97.4,2,Out
4697,57.7,18,Out
11307,92.9,12,Hit - Not Home Run
13047,61.0,-43,Out
1274,97.5,14,Hit - Not Home Run
11532,97.0,23,Out
7070,90.7,38,Out
8421,77.8,16,Hit - Not Home Run
5484,85.6,79,Out
12627,76.0,-44,Hit - Not Home Run
11467,101.8,-26,Hit - Not Home Run
3835,89.4,15,Out
4626,72.4,36,Out
12666,109.2,18,Hit - Not Home Run
6381,54.6,37,Out
14679,93.7,3,Hit - Not Home Run
11043,90.6,18,Hit - Not Home Run
8277,98.6,-20,Out
2526,91.8,37,Out
8031,91.2,16,Hit - Not Home Run
11870,68.1,-17,Out
8494,112.9,11,Hit - Not Home Run
4456,92.5,32,Out
8337,102.0,5,Out
11011,79.1,36,Out
13168,99.0,43,Out
11722,80.1,37,Out
15383,82.9,-21,Out
1851,83.9,46,Out
2904,64.6,-35,Out
13677,96.6,19,Out
8223,82.6,14,Hit - Not Home Run
2490,80.0,69,Out
6872,82.9,-21,Out
113,100.0,-11,Out
14189,94.0,6,Out
9012,96.3,13,Hit - Not Home Run
9445,90.5,17,Out
6449,97.7,28,Out
610,102.1,-13,Out
12634,86.8,-29,Out
158,88.8,0,Hit - Not Home Run
12609,97.0,-15,Out
2978,94.2,46,Out
1094,102.8,14,Hit - Not Home Run
1005,82.9,-21,Out
15532,100.9,10,Hit - Not Home Run
14989,80.0,69,Out
9346,110.1,11,Hit - Not Home Run
525,96.1,36,Out
14963,91.9,27,Out
12724,96.5,25,Hit - Not Home Run
7543,103.5,24,Home Run
14693,80.0,69,Out
10431,85.0,13,Hit - Not Home Run
10304,90.5,39,Out
3773,80.0,69,Out
12512,91.2,4,Hit - Not Home Run
14977,71.6,42,Out
5523,44.6,31,Out
2979,91.0,42,Out
8919,101.0,25,Hit - Not Home Run
14203,98.3,-14,Out
4197,105.1,0,Hit - Not Home Run
4656,104.6,24,Hit - Not Home Run
1593,50.9,-33,Out
14610,91.2,29,Out
5290,98.1,39,Out
12286,83.6,10,Out
15136,95.1,-1,Hit - Not Home Run
9145,78.4,38,Out
14862,106.4,13,Hit - Not Home Run
11663,81.5,32,Out
1418,64.1,-3,Out
4544,73.4,-53,Hit - Not Home Run
274,88.1,45,Out
11838,78.8,-3,Out
12526,105.4,12,Hit - Not Home Run
13111,74.3,11,Out
3761,98.3,26,Out
11150,98.4,-8,Out
8216,106.3,7,Hit - Not Home Run
6605,88.4,45,Out
1057,82.9,-21,Out
8262,98.7,4,Hit - Not Home Run
9373,95.2,-16,Out
9832,109.5,13,Hit - Not Home Run
14347,93.4,19,Out
3384,94.5,14,Hit - Not Home Run
12719,104.6,1,Out
14274,94.5,5,Hit - Not Home Run
13428,69.3,-17,Out
8533,111.0,-2,Hit - Not Home Run
5050,82.9,-21,Out
4728,103.4,32,Out
12870,78.8,45,Out
332,98.5,-22,Hit - Not Home Run
15416,87.2,12,Hit - Not Home Run
502,68.6,-61,Out
4751,100.6,16,Out
1359,93.0,7,Hit - Not Home Run
1095,106.1,-8,Hit - Not Home Run
6314,93.5,-1,Hit - Not Home Run
13461,85.3,-34,Out
15410,98.0,17,Out
2632,103.7,10,Hit - Not Home Run
4433,64.6,1,Out
7501,98.1,39,Out
11625,90.3,-18,Out
741,95.6,10,Hit - Not Home Run
2799,90.9,47,Out
4511,95.4,12,Hit - Not Home Run
3393,94.7,-6,Out
82,74.8,4,Out
14698,94.9,38,Out
1330,77.5,-1,Out
2065,103.7,8,Out
12471,101.8,-7,Out
6299,80.0,69,Out
6643,77.4,39,Out
11960,97.1,11,Hit - Not Home Run
11436,109.8,3,Out
2106,58.3,21,Out
5416,89.5,47,Out
8664,71.7,29,Hit - Not Home Run
15244,73.6,-11,Out
13953,83.7,64,Out
11381,100.1,49,Out
4926,65.3,-40,Out
9508,111.1,17,Hit - Not Home Run
11200,97.4,36,Out
6169,81.4,46,Out
9234,103.5,20,Hit - Not Home Run
14414,104.6,32,Home Run
8242,82.9,-21,Out
3970,98.9,-6,Hit - Not Home Run
6676,97.0,11,Hit - Not Home Run
9155,102.8,-8,Out
3542,74.6,19,Hit - Not Home Run
1473,100.7,39,Out
10106,101.4,1,Out
6713,74.9,26,Hit - Not Home Run
3924,76.8,3,Out
1427,96.6,20,Out
12895,93.9,0,Out
3134,70.6,25,Hit - Not Home Run
3424,104.1,10,Hit - Not Home Run
8117,86.7,40,Out
11341,109.6,11,Hit - Not Home Run
13836,96.7,29,Out
15603,98.6,11,Hit - Not Home Run
1116,101.2,21,Home Run
6807,95.5,36,Out
8024,89.0,-8,Out
4444,99.1,-5,Hit - Not Home Run
7783,81.1,13,Out
6757,67.3,-23,Out
5420,94.9,-13,Hit - Not Home Run
5453,75.7,-17,Out
4782,104.1,8,Out
7248,76.5,19,Hit - Not Home Run
1011,111.7,1,Hit - Not Home Run
7321,102.0,23,Out
4803,70.3,10,Out
6414,85.0,10,Hit - Not Home Run
5064,98.8,14,Hit - Not Home Run
15637,105.9,1,Out
11371,108.1,-7,Out
9719,67.2,64,Out
12158,89.4,32,Out
10269,84.9,-4,Out
12494,92.5,-3,Hit - Not Home Run
13755,106.5,11,Out
852,59.8,7,Out
8866,98.3,10,Hit - Not Home Run
8470,70.2,-19,Out
13308,71.9,52,Out
13016,89.0,-27,Out
13907,98.7,15,Hit - Not Home Run
13610,104.8,24,Hit - Not Home Run
1916,105.8,11,Hit - Not Home Run
4154,70.5,13,Out
14668,102.1,24,Hit - Not Home Run
10278,97.9,41,Out
6695,100.1,0,Hit - Not Home Run
9165,87.0,37,Out
12342,92.0,8,Hit - Not Home Run
3250,103.4,14,Hit - Not Home Run
7455,93.1,11,Hit - Not Home Run
12130,103.1,3,Hit - Not Home Run
5128,106.2,34,Home Run
11161,103.8,-11,Hit - Not Home Run
2506,59.9,52,Out
10044,87.5,15,Hit - Not Home Run
759,84.6,2,Out
12324,103.3,10,Out
4338,106.3,18,Out
14574,60.2,-13,Out
14958,73.7,11,Hit - Not Home Run
9216,105.1,9,Hit - Not Home Run
10030,77.3,12,Hit - Not Home Run
1072,61.3,29,Hit - Not Home Run
563,54.7,-19,Hit - Not Home Run
14554,105.0,-7,Out
3055,97.3,4,Hit - Not Home Run
7149,78.3,15,Hit - Not Home Run
7724,104.3,13,Hit - Not Home Run
14552,83.8,9,Hit - Not Home Run
14673,95.2,29,Out
8432,85.8,-30,Out
1465,96.9,13,Hit - Not Home Run
5365,88.6,-43,Out
10043,106.0,14,Hit - Not Home Run
2567,91.1,34,Out
4533,100.6,1,Out
11191,80.0,69,Out
2432,69.7,8,Out
9528,83.6,21,Out
6583,99.1,8,Hit - Not Home Run
5881,83.6,54,Out
9965,84.6,31,Out
12698,92.5,-31,Out
14612,64.2,-12,Out
1975,93.4,19,Out
4198,79.7,-40,Out
13968,100.8,5,Out
13521,91.5,63,Out
9470,75.8,-58,Out
13343,76.1,42,Out
13022,106.0,-5,Hit - Not Home Run
5842,97.2,-12,Hit - Not Home Run
3359,102.0,11,Hit - Not Home Run
11509,80.0,69,Out
7426,100.0,2,Out
785,94.8,37,Out
9368,110.3,5,Out
1107,100.9,22,Hit - Not Home Run
8329,107.6,26,Home Run
3787,78.2,-47,Out
9945,79.3,-52,Out
1869,100.0,39,Out
8573,96.9,-16,Out
12522,98.2,28,Out
5284,111.3,-7,Hit - Not Home Run
15481,97.2,14,Hit - Not Home Run
11858,90.3,-17,Hit - Not Home Run
15323,79.7,17,Hit - Not Home Run
10667,94.6,29,Out
12484,101.7,17,Hit - Not Home Run
1320,81.7,9,Out
1897,88.2,55,Out
7207,79.9,63,Out
3277,90.7,30,Out
14671,108.4,4,Hit - Not Home Run
13136,97.0,-7,Out
1810,73.8,28,Hit - Not Home Run
13806,65.6,22,Hit - Not Home Run
8079,109.4,25,Home Run
497,95.6,-25,Out
9284,106.1,26,Home Run
75,101.4,-6,Out
299,100.4,31,Home Run
4410,54.7,37,Out
5908,82.9,-21,Out
9762,91.5,57,Out
5941,79.3,26,Out
99,97.2,10,Hit - Not Home Run
2867,96.1,-11,Out
15273,82.9,-21,Out
8248,91.2,42,Out
15479,91.9,41,Out
7954,81.9,-14,Out
5480,103.6,-1,Hit - Not Home Run
7045,40.0,-36,Hit - Not Home Run
10054,94.9,17,Out
15553,74.1,40,Out
10575,95.5,-2,Out
1730,88.8,-14,Out
4075,104.5,-4,Hit - Not Home Run
5410,112.9,21,Home Run
11913,75.2,-18,Out
12194,75.5,40,Out
9667,82.9,-21,Out
6566,101.9,18,Out
15561,82.9,-21,Out
9380,41.3,-18,Out
277,80.0,38,Out
14953,108.1,29,Home Run
2710,94.4,17,Hit - Not Home Run
6306,106.0,24,Home Run
12659,90.9,2,Hit - Not Home Run
10814,102.2,25,Out
1100,108.9,19,Hit - Not Home Run
12027,97.8,33,Home Run
2035,101.8,2,Hit - Not Home Run
5115,105.7,20,Out
5390,104.2,19,Hit - Not Home Run
4016,99.8,6,Hit - Not Home Run
3063,51.1,-59,Out
8769,92.4,4,Out
9858,78.6,0,Hit - Not Home Run
5580,56.6,-5,Out
5151,78.8,-28,Out
8214,100.0,27,Home Run
3994,99.4,35,Out
9024,98.7,5,Hit - Not Home Run
1529,91.3,7,Out
4620,93.2,38,Out
10230,83.7,-20,Out
13421,92.7,13,Hit - Not Home Run
9245,100.4,8,Out
12739,83.1,12,Hit - Not Home Run
10685,89.7,-9,Out
5986,100.2,13,Hit - Not Home Run
1934,73.5,29,Hit - Not Home Run
12498,94.0,-1,Out
12593,104.9,9,Hit - Not Home Run
13819,93.8,40,Out
13393,107.4,12,Hit - Not Home Run
6462,99.6,0,Out
11110,83.0,35,Out
7863,95.9,22,Out
1546,82.3,34,Out
6042,95.1,28,Out
13011,70.3,13,Hit - Not Home Run
11326,90.8,6,Hit - Not Home Run
6584,88.3,36,Out
3728,90.4,49,Out
10416,97.0,46,Out
4288,56.0,-1,Out
14306,88.9,-24,Out
2990,77.2,45,Out
11791,89.4,-3,Hit - Not Home Run
15623,80.0,69,Out
6698,88.3,-29,Out
15036,101.3,27,Home Run
549,58.9,-51,Out
14022,73.0,56,Out
14579,102.2,4,Out
3516,92.4,19,Hit - Not Home Run
1135,107.3,11,Hit - Not Home Run
11423,100.4,-8,Out
5735,72.4,-49,Out
15223,91.1,-2,Out
11657,80.3,-25,Out
14708,83.8,22,Out
12245,75.9,40,Out
11763,79.2,-35,Out
280,82.9,-21,Out
4930,69.4,79,Out
1789,95.1,-5,Out
1552,97.1,-4,Out
14663,86.2,24,Out
13684,86.8,17,Hit - Not Home Run
8252,95.4,32,Out
3901,103.9,21,Out
9103,110.7,20,Home Run
4983,94.8,17,Out
15434,70.5,-18,Out
670,99.1,29,Out
10197,92.7,-16,Out
9555,105.0,16,Hit - Not Home Run
3154,75.7,65,Out
4902,71.6,-17,Out
4997,84.3,39,Out
1383,89.1,32,Out
2987,86.7,34,Out
5520,86.6,19,Out
14211,82.2,57,Out
9256,100.7,25,Out
4593,84.7,54,Out
4121,89.8,21,Hit - Not Home Run
567,95.2,18,Out
13162,99.2,21,Out
8173,98.2,-8,Hit - Not Home Run
5775,112.2,17,Hit - Not Home Run
12756,103.4,14,Hit - Not Home Run
12795,71.5,32,Hit - Not Home Run
13962,106.1,22,Out
10915,94.3,36,Out
14806,92.3,40,Out
11608,80.0,69,Out
2274,91.4,59,Out
9898,69.2,-34,Out
14430,81.1,4,Out
2107,100.1,16,Out
267,91.1,11,Hit - Not Home Run
3396,105.6,14,Hit - Not Home Run
12306,80.0,69,Out
5117,100.5,13,Hit - Not Home Run
1531,97.1,58,Out
13708,90.5,26,Out
9182,56.1,6,Out
13316,84.1,-23,Out
2228,84.8,54,Out
3318,92.4,6,Hit - Not Home Run
4917,106.7,-6,Out
1481,73.6,0,Out
8119,75.8,3,Out
3294,78.9,48,Out
3557,101.1,-17,Out
4025,101.4,-25,Out
9784,82.9,-21,Out
8235,92.2,26,Out
8418,103.7,12,Hit - Not Home Run
5108,85.5,24,Out
5340,82.9,-21,Out
15322,92.9,17,Hit - Not Home Run
10135,89.6,1,Out
15177,98.4,-3,Out
5901,95.4,37,Out
1083,85.2,-25,Hit - Not Home Run
6346,90.9,18,Out
9336,104.1,-13,Out
8251,91.1,42,Out
4815,77.1,18,Hit - Not Home Run
5989,103.2,26,Out
6041,95.2,37,Out
3576,65.2,84,Out
6755,104.0,19,Hit - Not Home Run
2884,92.6,-19,Out
14810,97.5,-5,Hit - Not Home Run
10227,94.7,-25,Out
2943,101.5,8,Out
728,78.0,17,Hit - Not Home Run
1671,77.4,34,Hit - Not Home Run
1701,85.6,-37,Out
9111,54.1,60,Out
8948,84.5,37,Out
4693,91.6,32,Out
10409,96.8,3,Hit - Not Home Run
3428,86.7,55,Out
10912,75.4,-11,Out
9615,95.5,-12,Out
3362,93.4,-1,Hit - Not Home Run
9157,102.0,27,Hit - Not Home Run
15070,84.8,-5,Out
2829,91.6,16,Hit - Not Home Run
10353,100.9,-3,Hit - Not Home Run
2451,95.2,-15,Out
865,73.3,24,Hit - Not Home Run
14903,103.6,-4,Hit - Not Home Run
6749,79.2,10,Out
3367,106.8,8,Hit - Not Home Run
5890,84.1,-10,Out
1195,88.4,48,Out
13667,105.1,32,Home Run
249,89.8,-30,Out
3431,100.8,7,Hit - Not Home Run
11852,92.4,3,Hit - Not Home Run
5810,52.7,-43,Out
8309,106.0,17,Hit - Not Home Run
1555,107.8,27,Home Run
2670,90.4,14,Hit - Not Home Run
5095,90.5,20,Hit - Not Home Run
11076,90.5,-23,Out
3730,98.1,24,Hit - Not Home Run
4927,77.8,-12,Out
12615,51.4,-50,Out
14811,66.6,28,Hit - Not Home Run
13841,108.6,11,Hit - Not Home Run
10571,86.0,22,Out
2753,91.6,28,Out
15149,96.6,26,Out
8014,88.4,27,Out
11991,66.4,27,Hit - Not Home Run
11055,88.0,11,Hit - Not Home Run
9761,79.0,17,Hit - Not Home Run
6250,88.5,47,Out
279,81.2,-24,Hit - Not Home Run
2278,98.2,-25,Out
