"launch_speed","launch_angle","event"
61.3,29,"Hit - Not Home Run"
105.6,32,"Home Run"
98.4,37,"Out"
75.5,-4,"Hit - Not Home Run"
82.9,-21,"Out"
70.3,10,"Out"
90.8,-1,"Out"
80,69,"Out"
72.8,8,"Hit - Not Home Run"
102.4,-19,"Out"
91.9,37,"Out"
90.8,8,"Out"
105.7,-17,"Out"
78.1,18,"Hit - Not Home Run"
97.3,15,"Hit - Not Home Run"
76.9,-28,"Out"
109.4,3,"Out"
88,45,"Out"
89.5,11,"Hit - Not Home Run"
100.7,22,"Hit - Not Home Run"
100.1,2,"Out"
98.9,-17,"Out"
95.4,29,"Out"
91.4,17,"Out"
108.9,10,"Hit - Not Home Run"
95.2,-12,"Out"
82.5,-16,"Out"
89.6,34,"Out"
68.9,32,"Hit - Not Home Run"
100.6,25,"Out"
102.4,26,"Hit - Not Home Run"
80,69,"Out"
94.1,-18,"Out"
87.5,15,"Hit - Not Home Run"
96.9,-2,"Out"
86.1,8,"Hit - Not Home Run"
103.2,15,"Hit - Not Home Run"
98.5,32,"Out"
101.5,20,"Out"
95.6,38,"Home Run"
83.7,22,"Hit - Not Home Run"
100.5,12,"Hit - Not Home Run"
65.2,49,"Out"
91,25,"Out"
82,-15,"Out"
90.9,3,"Out"
73.5,33,"Hit - Not Home Run"
103.3,15,"Hit - Not Home Run"
97.8,8,"Out"
102.8,18,"Out"
93.9,-23,"Out"
99.7,8,"Hit - Not Home Run"
97.1,14,"Hit - Not Home Run"
102.9,11,"Hit - Not Home Run"
109.4,16,"Hit - Not Home Run"
94.5,57,"Out"
70.3,-14,"Out"
104.1,10,"Hit - Not Home Run"
80,69,"Out"
101.7,32,"Out"
80,69,"Out"
105,3,"Hit - Not Home Run"
96.8,33,"Out"
74.6,51,"Out"
107.3,3,"Hit - Not Home Run"
107,24,"Home Run"
91.1,-10,"Out"
103,22,"Out"
100.9,45,"Home Run"
73.2,-29,"Out"
105.2,-12,"Hit - Not Home Run"
100,20,"Hit - Not Home Run"
92.9,7,"Hit - Not Home Run"
89.2,39,"Out"
92.4,21,"Out"
79.8,-16,"Out"
107.7,-2,"Out"
99.2,8,"Hit - Not Home Run"
95.9,38,"Out"
100.5,5,"Hit - Not Home Run"
60,8,"Out"
99,19,"Out"
95.3,52,"Out"
87.5,1,"Out"
101.5,34,"Home Run"
82.9,-21,"Out"
92.2,14,"Hit - Not Home Run"
64.6,29,"Hit - Not Home Run"
102.4,-7,"Out"
55.5,-20,"Out"
85,3,"Hit - Not Home Run"
73.1,20,"Hit - Not Home Run"
99.3,6,"Out"
90.2,21,"Out"
94.6,32,"Hit - Not Home Run"
101.4,32,"Out"
97.3,-15,"Out"
106.2,16,"Hit - Not Home Run"
103.7,12,"Hit - Not Home Run"
99.2,-8,"Out"
85.1,22,"Hit - Not Home Run"
91.7,12,"Out"
86.4,53,"Out"
91.4,6,"Out"
87.2,-18,"Hit - Not Home Run"
101.1,49,"Home Run"
98.8,20,"Hit - Not Home Run"
107.1,-6,"Hit - Not Home Run"
84.7,43,"Out"
82.6,32,"Out"
79.8,-12,"Out"
107.7,8,"Hit - Not Home Run"
100.6,27,"Home Run"
98.9,27,"Out"
101,-17,"Hit - Not Home Run"
91,1,"Out"
92.5,-4,"Out"
78.2,13,"Hit - Not Home Run"
70.8,-19,"Out"
64.1,23,"Hit - Not Home Run"
105.4,35,"Home Run"
90.9,-5,"Hit - Not Home Run"
101.2,15,"Hit - Not Home Run"
85.2,10,"Out"
80.9,-10,"Out"
101.4,25,"Hit - Not Home Run"
85.3,19,"Hit - Not Home Run"
78.4,8,"Out"
71.8,20,"Hit - Not Home Run"
105,16,"Hit - Not Home Run"
58.6,4,"Out"
72.3,47,"Out"
66.8,12,"Out"
82,62,"Out"
92.5,7,"Hit - Not Home Run"
78,38,"Out"
97,8,"Out"
91.1,15,"Hit - Not Home Run"
78,-33,"Out"
72.9,42,"Hit - Not Home Run"
107.6,18,"Out"
92.1,-11,"Out"
101.6,7,"Out"
89.7,-9,"Out"
103.9,23,"Hit - Not Home Run"
81.9,37,"Out"
95.1,43,"Out"
83.1,11,"Out"
65.1,-4,"Out"
51.8,-4,"Out"
103.8,2,"Out"
102.7,14,"Out"
78,54,"Out"
67.7,34,"Hit - Not Home Run"
94.5,18,"Out"
95,36,"Out"
68.8,32,"Hit - Not Home Run"
88.3,-8,"Out"
97.9,25,"Hit - Not Home Run"
101.7,21,"Hit - Not Home Run"
72.8,18,"Hit - Not Home Run"
87.8,-11,"Out"
98.8,17,"Hit - Not Home Run"
94.4,18,"Out"
106,15,"Out"
84.4,-42,"Out"
98.6,32,"Hit - Not Home Run"
103.7,29,"Home Run"
73.8,31,"Out"
82.9,-21,"Out"
103.1,-7,"Out"
85.3,10,"Hit - Not Home Run"
102.3,39,"Out"
101.8,15,"Out"
99.9,9,"Out"
83.9,19,"Out"
53,-42,"Out"
57.5,35,"Hit - Not Home Run"
77.1,-50,"Out"
99.9,27,"Home Run"
105.6,-2,"Hit - Not Home Run"
88.7,11,"Hit - Not Home Run"
67.5,-32,"Out"
107.5,2,"Hit - Not Home Run"
66.4,3,"Out"
66.5,-23,"Out"
90.1,39,"Out"
70.3,0,"Out"
82,-24,"Out"
78.4,53,"Out"
73.5,-23,"Out"
100.3,28,"Home Run"
94.9,-4,"Out"
75.7,27,"Out"
99.7,-2,"Out"
89.2,-14,"Hit - Not Home Run"
90.7,18,"Out"
75.4,55,"Out"
101.2,-1,"Out"
105.3,-11,"Out"
95.6,27,"Out"
104.4,4,"Out"
79.8,11,"Out"
67.2,-37,"Out"
90.3,-18,"Out"
87.9,26,"Out"
80,69,"Out"
102,-1,"Hit - Not Home Run"
90.3,-26,"Out"
82.2,-28,"Out"
98.5,-12,"Hit - Not Home Run"
82.9,-21,"Out"
99.9,19,"Out"
88.7,-4,"Hit - Not Home Run"
82.9,5,"Hit - Not Home Run"
95.9,34,"Home Run"
101.9,30,"Out"
78.2,-26,"Out"
71.9,4,"Out"
79.6,27,"Out"
99.5,5,"Hit - Not Home Run"
82.9,-21,"Out"
70,-24,"Out"
100.5,-1,"Out"
100,-1,"Hit - Not Home Run"
74.2,-1,"Out"
85.7,21,"Out"
56.1,-59,"Out"
102.7,-6,"Out"
101.4,4,"Hit - Not Home Run"
89.6,8,"Out"
99.2,30,"Out"
88.3,24,"Out"
105.4,4,"Hit - Not Home Run"
104.3,28,"Home Run"
67.2,-48,"Hit - Not Home Run"
80,69,"Out"
97.7,30,"Home Run"
94.7,34,"Hit - Not Home Run"
101.2,-5,"Out"
94.2,-5,"Out"
101.2,44,"Out"
99.8,-15,"Out"
100.6,26,"Hit - Not Home Run"
68.6,-70,"Hit - Not Home Run"
92.6,33,"Out"
68.5,12,"Hit - Not Home Run"
100,35,"Out"
102,30,"Home Run"
99.9,-13,"Hit - Not Home Run"
84.6,2,"Out"
91.4,40,"Out"
100.5,10,"Out"
93.1,44,"Out"
100.7,31,"Out"
101.5,-3,"Hit - Not Home Run"
91.4,38,"Out"
89.2,39,"Out"
80,69,"Out"
100,31,"Out"
72.4,28,"Hit - Not Home Run"
100.3,8,"Hit - Not Home Run"
101.1,24,"Home Run"
100.5,32,"Out"
92.2,31,"Hit - Not Home Run"
82.9,-21,"Out"
90.3,-17,"Hit - Not Home Run"
89.6,30,"Out"
88.5,-11,"Out"
85,-2,"Out"
60.7,-3,"Out"
104.9,23,"Home Run"
107.2,9,"Hit - Not Home Run"
93.2,19,"Hit - Not Home Run"
82.8,-35,"Out"
105.3,14,"Hit - Not Home Run"
103.2,-7,"Hit - Not Home Run"
87.4,15,"Hit - Not Home Run"
79.4,35,"Out"
90.1,-11,"Out"
100.4,46,"Out"
79.3,47,"Out"
89.2,-14,"Out"
79.7,-28,"Out"
89.7,-14,"Out"
80,69,"Out"
100.9,1,"Hit - Not Home Run"
97.1,-10,"Hit - Not Home Run"
104.5,12,"Hit - Not Home Run"
70.7,2,"Out"
93.7,-5,"Out"
90.8,45,"Out"
90.1,7,"Hit - Not Home Run"
100.5,23,"Out"
98.4,32,"Hit - Not Home Run"
99.1,19,"Hit - Not Home Run"
102.5,22,"Out"
98.4,32,"Out"
106.5,-3,"Out"
87.5,42,"Out"
103.3,18,"Hit - Not Home Run"
105.1,12,"Hit - Not Home Run"
85.2,32,"Out"
63,4,"Out"
84.1,39,"Out"
83.6,51,"Out"
84.5,-18,"Out"
73.8,1,"Out"
85.3,-23,"Out"
102.6,48,"Home Run"
82.7,10,"Hit - Not Home Run"
82.9,-21,"Out"
92.7,23,"Hit - Not Home Run"
61.2,46,"Out"
91.1,1,"Hit - Not Home Run"
75.3,36,"Out"
82.9,-21,"Out"
98.8,-2,"Hit - Not Home Run"
100.5,5,"Hit - Not Home Run"
80,69,"Out"
71,-56,"Out"
94.8,-7,"Out"
92.6,43,"Out"
99.6,38,"Out"
79.2,37,"Out"
88.2,-24,"Out"
103.3,42,"Out"
80.5,37,"Out"
93.3,-14,"Hit - Not Home Run"
75.5,32,"Out"
98.2,8,"Hit - Not Home Run"
93.3,-15,"Out"
90.1,27,"Hit - Not Home Run"
69.7,-62,"Out"
76.2,25,"Hit - Not Home Run"
96.3,5,"Out"
67.1,-48,"Out"
81,37,"Out"
87.9,5,"Out"
109.2,28,"Home Run"
80,69,"Out"
99.9,30,"Out"
99.7,17,"Out"
96.8,-1,"Hit - Not Home Run"
95,19,"Out"
80,69,"Out"
92.4,-4,"Out"
111.7,-7,"Hit - Not Home Run"
80.1,12,"Out"
73.3,-21,"Out"
89.3,4,"Hit - Not Home Run"
90.4,3,"Hit - Not Home Run"
99.1,13,"Hit - Not Home Run"
87.1,4,"Hit - Not Home Run"
105.2,13,"Hit - Not Home Run"
101.9,17,"Out"
101.7,17,"Hit - Not Home Run"
111,8,"Hit - Not Home Run"
106.6,6,"Hit - Not Home Run"
91.4,22,"Out"
102,-2,"Hit - Not Home Run"
96.7,37,"Out"
89.6,43,"Out"
72.3,24,"Hit - Not Home Run"
97,7,"Hit - Not Home Run"
85.7,39,"Out"
86.4,52,"Out"
106.7,18,"Out"
105.5,29,"Home Run"
104.6,-23,"Hit - Not Home Run"
98.2,36,"Home Run"
105.9,25,"Home Run"
91.9,65,"Out"
100.2,22,"Hit - Not Home Run"
70.7,-2,"Out"
95.9,22,"Out"
100.8,27,"Hit - Not Home Run"
99.7,-10,"Out"
56.1,52,"Out"
85.6,31,"Out"
63.5,-2,"Out"
102.9,32,"Home Run"
105.3,22,"Out"
83.4,8,"Out"
89.5,-11,"Out"
89,-35,"Out"
82.6,16,"Hit - Not Home Run"
95,14,"Hit - Not Home Run"
111,5,"Hit - Not Home Run"
100.9,11,"Hit - Not Home Run"
110.7,6,"Hit - Not Home Run"
104.7,30,"Home Run"
73.8,58,"Out"
93.8,4,"Hit - Not Home Run"
81,74,"Out"
55,-52,"Out"
104.8,2,"Out"
112.1,10,"Hit - Not Home Run"
91.9,41,"Out"
87.5,0,"Out"
69.9,-52,"Hit - Not Home Run"
77.5,18,"Hit - Not Home Run"
92.7,40,"Out"
110.3,9,"Hit - Not Home Run"
82.9,-21,"Out"
94.2,21,"Out"
97.6,-11,"Out"
73.2,-30,"Out"
98.5,2,"Hit - Not Home Run"
92.5,45,"Out"
75.1,-7,"Out"
80,69,"Out"
94.7,29,"Out"
99.5,9,"Hit - Not Home Run"
95.1,27,"Hit - Not Home Run"
89.5,39,"Out"
94.5,-5,"Hit - Not Home Run"
81.8,7,"Out"
94.6,12,"Out"
88.4,-50,"Hit - Not Home Run"
80,69,"Out"
94.9,9,"Out"
92.1,31,"Out"
107,-12,"Hit - Not Home Run"
97.5,14,"Hit - Not Home Run"
91.1,21,"Hit - Not Home Run"
97.9,17,"Out"
90.3,39,"Out"
101.9,17,"Out"
105.9,-1,"Out"
100.7,29,"Hit - Not Home Run"
77.9,1,"Out"
95.1,47,"Out"
70.5,49,"Out"
72.3,19,"Hit - Not Home Run"
97.7,2,"Out"
99.7,14,"Out"
104.1,18,"Hit - Not Home Run"
98.7,23,"Out"
92.4,8,"Hit - Not Home Run"
93.7,13,"Hit - Not Home Run"
80,69,"Out"
88.6,-43,"Out"
99.2,-4,"Out"
87,8,"Out"
82.9,-21,"Out"
63.3,64,"Out"
80.1,0,"Out"
101.2,13,"Hit - Not Home Run"
85.6,-9,"Out"
98.6,-24,"Out"
93.1,30,"Out"
92.5,15,"Hit - Not Home Run"
92.6,-20,"Out"
103.5,24,"Out"
101.7,21,"Hit - Not Home Run"
87.8,-5,"Hit - Not Home Run"
104.7,9,"Hit - Not Home Run"
93.4,21,"Out"
89.1,51,"Out"
101.2,16,"Hit - Not Home Run"
101.2,26,"Home Run"
95.3,-2,"Out"
74.3,38,"Out"
93.9,12,"Hit - Not Home Run"
104.5,17,"Out"
80,69,"Out"
97.9,33,"Out"
94,38,"Out"
101.3,10,"Out"
90.1,-19,"Out"
101.3,27,"Home Run"
104.1,28,"Home Run"
80,69,"Out"
78.7,25,"Hit - Not Home Run"
96.8,4,"Out"
82.9,-21,"Out"
88.3,36,"Out"
73.5,-42,"Out"
90.3,6,"Out"
102.6,22,"Hit - Not Home Run"
99.8,3,"Out"
96.5,-23,"Out"
58.6,-10,"Out"
80.7,14,"Hit - Not Home Run"
84.5,26,"Out"
99.4,-24,"Out"
80,69,"Out"
91,18,"Out"
95.8,23,"Out"
83,59,"Out"
99.7,-2,"Out"
98.8,12,"Hit - Not Home Run"
85.3,18,"Hit - Not Home Run"
79.2,26,"Out"
93.9,19,"Out"
82.9,-21,"Out"
73.2,-19,"Out"
81,50,"Out"
94.3,48,"Out"
56.6,-28,"Out"
62.4,-26,"Out"
75.6,-27,"Out"
91.5,15,"Hit - Not Home Run"
90.3,-17,"Hit - Not Home Run"
80.2,-5,"Out"
94.4,14,"Hit - Not Home Run"
81.8,36,"Out"
80.9,13,"Hit - Not Home Run"
92.8,30,"Out"
110,-6,"Hit - Not Home Run"
94.7,30,"Out"
75.5,32,"Out"
100.3,-23,"Hit - Not Home Run"
109,8,"Hit - Not Home Run"
99.7,15,"Hit - Not Home Run"
96.4,24,"Hit - Not Home Run"
75.6,-33,"Out"
93.8,52,"Out"
81.9,3,"Out"
90.7,37,"Out"
89.4,-1,"Out"
84.3,62,"Out"
97.9,38,"Out"
84.3,40,"Out"
97.2,22,"Hit - Not Home Run"
82.9,-21,"Out"
64.1,-36,"Out"
85.9,32,"Out"
81.4,13,"Out"
77.5,-19,"Out"
94.7,39,"Out"
108,-2,"Out"
75.4,31,"Out"
67,43,"Out"
92.4,13,"Hit - Not Home Run"
75.7,-17,"Out"
74.1,10,"Out"
105.4,17,"Hit - Not Home Run"
80.5,-26,"Out"
104.3,7,"Hit - Not Home Run"
98.9,6,"Hit - Not Home Run"
85.3,-38,"Out"
80,69,"Out"
103.2,2,"Hit - Not Home Run"
105.8,16,"Out"
59.8,20,"Hit - Not Home Run"
58,-38,"Out"
101.4,11,"Hit - Not Home Run"
65.8,-6,"Out"
101.6,14,"Hit - Not Home Run"
104.3,7,"Out"
100.9,-13,"Hit - Not Home Run"
68.9,-12,"Out"
97.8,-6,"Hit - Not Home Run"
92.8,50,"Out"
89.2,39,"Out"
104.4,20,"Home Run"
104.3,39,"Home Run"
100.5,23,"Hit - Not Home Run"
90.3,34,"Out"
53.3,32,"Hit - Not Home Run"
89.1,-23,"Out"
77.2,-4,"Out"
99.1,4,"Out"
100.7,-7,"Out"
95.4,-17,"Out"
73.4,38,"Out"
87.4,42,"Out"
86.5,-8,"Out"
72.4,-25,"Out"
108.1,18,"Hit - Not Home Run"
89.8,34,"Out"
83.9,41,"Out"
86.6,29,"Out"
72,-22,"Out"
92,-11,"Out"
105.1,30,"Home Run"
100,18,"Hit - Not Home Run"
74.8,4,"Out"
98.9,-16,"Out"
86.9,19,"Hit - Not Home Run"
80.3,18,"Hit - Not Home Run"
80.5,1,"Out"
100.5,11,"Out"
88,-9,"Out"
101.5,9,"Hit - Not Home Run"
88.5,-20,"Out"
86.9,-6,"Out"
96.7,5,"Out"
84.2,42,"Out"
96.9,-14,"Hit - Not Home Run"
89.6,23,"Out"
77.7,12,"Out"
70.4,7,"Hit - Not Home Run"
92.4,-15,"Out"
80,69,"Out"
94.7,0,"Out"
82.9,-21,"Out"
110.6,2,"Hit - Not Home Run"
82.9,-21,"Out"
82.8,28,"Out"
102.8,5,"Hit - Not Home Run"
97.9,34,"Out"
90.3,-17,"Hit - Not Home Run"
84.9,-1,"Out"
80,69,"Out"
100.1,16,"Out"
85.9,48,"Out"
96.2,5,"Out"
82.9,-21,"Out"
101.2,13,"Out"
99,17,"Out"
106.2,19,"Hit - Not Home Run"
76.1,51,"Out"
83.3,64,"Out"
67.7,2,"Hit - Not Home Run"
87.2,24,"Out"
103.4,29,"Home Run"
104.7,-6,"Out"
92.4,-20,"Out"
103.4,11,"Hit - Not Home Run"
110.3,16,"Hit - Not Home Run"
68.4,38,"Hit - Not Home Run"
72.9,32,"Hit - Not Home Run"
87.4,31,"Out"
76.6,60,"Out"
63.1,69,"Out"
93,10,"Hit - Not Home Run"
109.7,-6,"Hit - Not Home Run"
89.8,5,"Out"
100.5,-5,"Hit - Not Home Run"
86.3,21,"Hit - Not Home Run"
98.1,16,"Hit - Not Home Run"
90.1,9,"Out"
67,11,"Out"
99.4,-19,"Out"
94.9,13,"Hit - Not Home Run"
102.2,28,"Home Run"
94.3,23,"Out"
98.2,-9,"Hit - Not Home Run"
82.9,-21,"Out"
43.8,28,"Out"
71.9,23,"Hit - Not Home Run"
98.9,44,"Out"
106.4,-2,"Out"
102.7,26,"Home Run"
99.4,-24,"Out"
103.4,14,"Hit - Not Home Run"
80,69,"Out"
100.8,19,"Hit - Not Home Run"
79.9,-27,"Out"
45.8,-27,"Out"
106.8,26,"Home Run"
97.4,17,"Out"
82,52,"Out"
102.4,38,"Out"
66.3,27,"Hit - Not Home Run"
103.4,4,"Hit - Not Home Run"
108.6,22,"Home Run"
95.5,58,"Out"
71.4,-39,"Out"
97.4,-19,"Hit - Not Home Run"
58.5,49,"Out"
100.7,26,"Home Run"
93.2,19,"Out"
77.9,11,"Out"
79.8,1,"Out"
51.4,-55,"Out"
82.9,-21,"Out"
102.9,-2,"Out"
105,20,"Out"
60,-28,"Out"
98.7,24,"Out"
91.3,51,"Out"
98.3,26,"Hit - Not Home Run"
100.7,9,"Out"
99.8,15,"Out"
99.5,8,"Hit - Not Home Run"
70.8,-16,"Out"
80,69,"Out"
81.5,32,"Out"
85.5,29,"Out"
83.5,-12,"Out"
67.1,24,"Hit - Not Home Run"
106,1,"Hit - Not Home Run"
72.8,-13,"Out"
74.2,5,"Out"
102.1,27,"Out"
78.6,22,"Hit - Not Home Run"
89.8,63,"Out"
76.5,-25,"Out"
105.8,3,"Out"
103.6,-6,"Out"
91.1,10,"Hit - Not Home Run"
108.8,23,"Home Run"
87.4,32,"Out"
104.9,22,"Home Run"
73.7,39,"Out"
78.6,33,"Out"
103.6,28,"Home Run"
106.7,10,"Hit - Not Home Run"
88.3,6,"Hit - Not Home Run"
78,28,"Out"
99.7,-2,"Out"
77.8,-4,"Out"
78.8,25,"Out"
73,-10,"Out"
101.6,-1,"Hit - Not Home Run"
97,12,"Hit - Not Home Run"
104.9,8,"Hit - Not Home Run"
79.2,1,"Hit - Not Home Run"
89,63,"Hit - Not Home Run"
100.1,-25,"Out"
110.1,19,"Hit - Not Home Run"
104.3,15,"Hit - Not Home Run"
107.2,20,"Home Run"
102.4,10,"Out"
64.4,-29,"Out"
90.2,33,"Out"
90,23,"Out"
102.9,11,"Hit - Not Home Run"
94.7,14,"Hit - Not Home Run"
103.2,24,"Home Run"
85.1,18,"Hit - Not Home Run"
102.6,34,"Home Run"
88.3,21,"Out"
80.3,20,"Hit - Not Home Run"
105.4,5,"Out"
102.3,29,"Home Run"
104.2,9,"Hit - Not Home Run"
95.1,45,"Out"
94.7,24,"Out"
104.3,19,"Out"
84.2,31,"Out"
103.5,8,"Hit - Not Home Run"
103.1,4,"Hit - Not Home Run"
109.5,26,"Home Run"
84.7,27,"Out"
86.6,-2,"Hit - Not Home Run"
72.1,36,"Out"
103.5,8,"Hit - Not Home Run"
100.5,27,"Out"
55.7,3,"Out"
97.8,8,"Hit - Not Home Run"
90.2,24,"Out"
98.3,-17,"Hit - Not Home Run"
92.8,46,"Out"
80.9,30,"Out"
96.6,32,"Home Run"
40,-36,"Hit - Not Home Run"
97.6,26,"Hit - Not Home Run"
70.6,-5,"Out"
106.6,-14,"Hit - Not Home Run"
104.1,14,"Hit - Not Home Run"
79.7,17,"Hit - Not Home Run"
88,20,"Hit - Not Home Run"
69.5,11,"Out"
94.9,7,"Out"
83.9,20,"Hit - Not Home Run"
102,10,"Hit - Not Home Run"
101.2,26,"Home Run"
69.5,81,"Out"
85.2,-24,"Out"
100.3,17,"Out"
85.1,14,"Out"
90.9,56,"Out"
100.6,25,"Home Run"
105.1,12,"Hit - Not Home Run"
94.7,-14,"Hit - Not Home Run"
97.9,2,"Hit - Not Home Run"
90.6,29,"Out"
104,31,"Home Run"
82.9,-21,"Out"
91.3,11,"Out"
105.3,-3,"Out"
96.7,48,"Out"
109.5,13,"Hit - Not Home Run"
93.3,47,"Out"
99.5,-4,"Hit - Not Home Run"
90.7,-19,"Out"
91.7,6,"Hit - Not Home Run"
98.8,4,"Out"
90.6,18,"Hit - Not Home Run"
103,14,"Hit - Not Home Run"
100.5,43,"Out"
96.3,1,"Out"
94.9,6,"Out"
106.5,1,"Out"
101.1,4,"Hit - Not Home Run"
103.4,21,"Hit - Not Home Run"
107,4,"Hit - Not Home Run"
80,69,"Out"
92.3,54,"Out"
100,-11,"Out"
92.3,9,"Out"
99.5,9,"Hit - Not Home Run"
91.9,-2,"Hit - Not Home Run"
82,39,"Out"
82.5,9,"Out"
95.5,-18,"Out"
108.9,14,"Hit - Not Home Run"
90.2,2,"Out"
101.1,-5,"Hit - Not Home Run"
70.2,-28,"Out"
107.4,18,"Hit - Not Home Run"
80,69,"Out"
93.1,24,"Out"
98.6,41,"Out"
87.7,7,"Out"
104.6,7,"Out"
90.3,-17,"Hit - Not Home Run"
75.4,17,"Hit - Not Home Run"
99.8,38,"Out"
106.5,-9,"Hit - Not Home Run"
105.3,25,"Home Run"
113,12,"Out"
64.1,2,"Out"
103.6,24,"Home Run"
77.3,51,"Out"
95.2,13,"Hit - Not Home Run"
69.7,37,"Hit - Not Home Run"
98,11,"Hit - Not Home Run"
40,-36,"Hit - Not Home Run"
86,4,"Out"
98,-2,"Out"
86.8,-1,"Out"
95.7,65,"Out"
99,35,"Home Run"
101.4,35,"Home Run"
109.2,21,"Hit - Not Home Run"
102.5,42,"Out"
93.8,7,"Out"
63.8,61,"Out"
99.8,22,"Hit - Not Home Run"
100.6,-11,"Hit - Not Home Run"
85.9,42,"Out"
89.5,-59,"Hit - Not Home Run"
80.3,57,"Hit - Not Home Run"
83,5,"Hit - Not Home Run"
92.2,-2,"Hit - Not Home Run"
84.6,2,"Out"
95.1,-24,"Out"
91.6,11,"Hit - Not Home Run"
80,69,"Out"
96.7,28,"Hit - Not Home Run"
93.7,-21,"Out"
97.6,-15,"Out"
112.2,12,"Hit - Not Home Run"
91.2,4,"Hit - Not Home Run"
105,18,"Hit - Not Home Run"
88.9,57,"Out"
64.4,52,"Out"
90.6,52,"Out"
84.4,38,"Out"
96.4,21,"Hit - Not Home Run"
92.8,22,"Out"
98.5,12,"Hit - Not Home Run"
90.9,7,"Out"
84.1,26,"Out"
63.4,-17,"Out"
85.3,39,"Out"
86.5,26,"Out"
82.9,-21,"Out"
81,27,"Out"
100.9,40,"Out"
98.5,18,"Out"
80,69,"Out"
68.9,4,"Hit - Not Home Run"
60.7,26,"Out"
93.5,47,"Out"
80,69,"Out"
103.9,11,"Hit - Not Home Run"
99.7,37,"Out"
60.8,76,"Out"
96.7,24,"Out"
101.7,9,"Hit - Not Home Run"
99.8,18,"Out"
100.3,26,"Home Run"
89.7,23,"Out"
89.1,-2,"Hit - Not Home Run"
92.3,26,"Out"
73.1,44,"Hit - Not Home Run"
102.1,-3,"Hit - Not Home Run"
100.8,36,"Out"
82.9,-21,"Out"
84.6,8,"Out"
91.6,-3,"Hit - Not Home Run"
83,-10,"Out"
80.6,-8,"Out"
101.8,-7,"Out"
104.4,-4,"Hit - Not Home Run"
96.7,43,"Out"
92.7,-15,"Out"
68.9,55,"Out"
92.4,3,"Hit - Not Home Run"
88.2,52,"Out"
88.3,25,"Out"
75.6,-41,"Out"
102.5,10,"Hit - Not Home Run"
89,0,"Out"
75.4,48,"Out"
87.5,38,"Out"
98.8,17,"Out"
94.7,23,"Out"
105.8,8,"Hit - Not Home Run"
105.7,7,"Hit - Not Home Run"
72.7,-7,"Out"
109.4,2,"Hit - Not Home Run"
81.6,13,"Hit - Not Home Run"
69,28,"Hit - Not Home Run"
98.1,34,"Out"
74.7,22,"Hit - Not Home Run"
82.9,-21,"Out"
106.5,15,"Hit - Not Home Run"
95.4,15,"Hit - Not Home Run"
98.5,9,"Out"
86.2,19,"Out"
86.6,24,"Out"
83.1,-8,"Hit - Not Home Run"
84.9,58,"Out"
99.2,3,"Hit - Not Home Run"
91.1,18,"Out"
100.5,20,"Out"
101.9,-9,"Out"
69.6,17,"Hit - Not Home Run"
98.2,-12,"Out"
95.1,-12,"Hit - Not Home Run"
59.9,-38,"Out"
106,-5,"Out"
103.5,20,"Hit - Not Home Run"
97,-7,"Out"
101.9,35,"Home Run"
89.3,0,"Out"
98.9,-4,"Out"
88.3,12,"Out"
82.9,-21,"Out"
71.9,-1,"Out"
97.3,33,"Out"
68.6,9,"Hit - Not Home Run"
100.5,33,"Out"
104.4,-2,"Hit - Not Home Run"
97.5,21,"Out"
79.4,85,"Out"
62.9,-3,"Out"
105.3,16,"Out"
87.5,28,"Out"
86.6,19,"Out"
98,-10,"Out"
92.9,13,"Hit - Not Home Run"
77.5,4,"Out"
103.7,20,"Out"
91,10,"Hit - Not Home Run"
93.6,-5,"Out"
99.8,4,"Out"
83.1,51,"Out"
60.5,4,"Out"
103.9,6,"Hit - Not Home Run"
85.9,-6,"Out"
99.3,3,"Hit - Not Home Run"
97.8,-7,"Out"
82.1,24,"Hit - Not Home Run"
78.6,18,"Hit - Not Home Run"
91.9,7,"Hit - Not Home Run"
75.7,-23,"Out"
80,69,"Out"
89.8,25,"Out"
87.8,22,"Out"
62.7,-25,"Out"
100,-5,"Hit - Not Home Run"
80,69,"Out"
106.5,1,"Hit - Not Home Run"
96.9,32,"Out"
104.8,21,"Out"
101.2,12,"Hit - Not Home Run"
71.2,-5,"Hit - Not Home Run"
90.3,43,"Out"
108.4,5,"Hit - Not Home Run"
58.8,-3,"Out"
103.3,30,"Home Run"
97.1,12,"Hit - Not Home Run"
90.9,-13,"Out"
74.5,42,"Out"
105.3,11,"Hit - Not Home Run"
60.5,-40,"Out"
92.9,3,"Hit - Not Home Run"
82.9,-21,"Out"
97.1,20,"Hit - Not Home Run"
78.5,29,"Out"
97.6,13,"Hit - Not Home Run"
92.2,23,"Out"
101.8,-4,"Hit - Not Home Run"
80,69,"Out"
93.2,17,"Hit - Not Home Run"
102.6,29,"Hit - Not Home Run"
105.6,23,"Home Run"
98.3,36,"Out"
96.3,8,"Hit - Not Home Run"
95,-1,"Hit - Not Home Run"
102.6,-12,"Out"
95.5,30,"Out"
60.4,30,"Out"
64.7,65,"Out"
78.8,18,"Hit - Not Home Run"
83.8,-11,"Out"
103.9,16,"Hit - Not Home Run"
91.2,13,"Hit - Not Home Run"
94.7,33,"Out"
101.6,-16,"Hit - Not Home Run"
71.8,-1,"Out"
97.4,42,"Out"
93.6,11,"Hit - Not Home Run"
88.6,-2,"Out"
40,-36,"Hit - Not Home Run"
